citation,document_number,end_page,executive_order_notes,executive_order_number,html_url,pdf_url,publication_date,signing_date,start_page,title
63 FR 68151, 98-32953,68160,"Amends: EO 12748, February 1, 1991;;
 ;  Supersedes: EO 13071, December 29, 1997;;
 ;  Superseded by: EO 13144, December 21, 1999 (in part)",13106,https://www.federalregister.gov/documents/1998/12/09/98-32953/adjustments-of-certain-rates-of-pay-and-delegation-of-a-federal-pay-administration-authority,https://www.gpo.gov/fdsys/pkg/FR-1998-12-09/pdf/98-32953.pdf,12/09/1998,12/07/1998,68151,Adjustments of Certain Rates of Pay and Delegation of a Federal Pay Administration Authority
63 FR 68991, 98-33348,68993,"",13107,https://www.federalregister.gov/documents/1998/12/15/98-33348/implementation-of-human-rights-treaties,https://www.gpo.gov/fdsys/pkg/FR-1998-12-15/pdf/98-33348.pdf,12/15/1998,12/10/1998,68991,Implementation of Human Rights Treaties
63 FR 69175, 98-33382,69175,"Amends: EO 13037, March 3, 1997;;
 ;  Note: EO 13108 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13108,https://www.federalregister.gov/documents/1998/12/15/98-33382/further-amendment-to-executive-order-13037-commission-to-study-capital-budgeting,https://www.gpo.gov/fdsys/pkg/FR-1998-12-15/pdf/98-33382.pdf,12/15/1998,12/11/1998,69175,"Further Amendment to Executive Order 13037, Commission To Study Capital Budgeting"
63 FR 70631, 98-34034,70631,"",13109,https://www.federalregister.gov/documents/1998/12/22/98-34034/half-day-closing-of-executive-departments-and-agencies-of-the-federal-government-on-thursday,https://www.gpo.gov/fdsys/pkg/FR-1998-12-22/pdf/98-34034.pdf,12/22/1998,12/17/1998,70631,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 1998"
64 FR 2419, 99-980,2419,"",13110,https://www.federalregister.gov/documents/1999/01/14/99-980/nazi-war-criminal-records-interagency-working-group,https://www.gpo.gov/fdsys/pkg/FR-1999-01-14/pdf/99-980.pdf,01/14/1999,01/11/1999,2419,Nazi War Criminal Records Interagency Working Group
64 FR 2793, 99-1185,2797,"Amended by: EO 13188, January 12, 2001; EEO 13218, June 20, 2001;;
 ;  Revoked (in part) by: EO 13316, September 17, 2003",13111,https://www.federalregister.gov/documents/1999/01/15/99-1185/using-technology-to-improve-training-opportunities-for-federal-government-employees,https://www.gpo.gov/fdsys/pkg/FR-1999-01-15/pdf/99-1185.pdf,01/15/1999,01/12/1999,2793,Using Technology To Improve Training Opportunities for Federal Government Employees
64 FR 6183, 99-3184,6186,"Amended by: EO 13286, February 28, 2003;  EO 13751, December 5, 2016
Continued by: EO 13708, September 30, 2015
Revokes: EO 11987, May 24, 1977",13112,https://www.federalregister.gov/documents/1999/02/08/99-3184/invasive-species,https://www.gpo.gov/fdsys/pkg/FR-1999-02-08/pdf/99-3184.pdf,02/08/1999,02/03/1999,6183,Invasive Species
64 FR 7489, 99-3832,7489,"Amends: EO 13035, February 11, 1997;;
 ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13113,https://www.federalregister.gov/documents/1999/02/16/99-3832/presidents-information-technology-advisory-committee-further-amendments-to-executive-order-13035-as,https://www.gpo.gov/fdsys/pkg/FR-1999-02-16/pdf/99-3832.pdf,02/16/1999,02/10/1999,7489,"President's Information Technology Advisory Committee, Further Amendments to Executive Order 13035, as Amended"
64 FR 10099, 99-5164,10099,"Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 13114 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",13114,https://www.federalregister.gov/documents/1999/03/01/99-5164/further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on,https://www.gpo.gov/fdsys/pkg/FR-1999-03-01/pdf/99-5164.pdf,03/01/1999,02/28/1999,10099,"Further Amendment to Executive Order 12852, as Amended, Extending the President's Council on Sustainable Development"
64 FR 15283, 99-7999,15284,"Amended by: EO 13138, September 30, 1999",13115,https://www.federalregister.gov/documents/1999/03/30/99-7999/interagency-task-force-on-the-roles-and-missions-of-the-united-states-coast-guard,https://www.gpo.gov/fdsys/pkg/FR-1999-03-30/pdf/99-7999.pdf,03/30/1999,03/25/1999,15283,Interagency Task Force on the Roles and Missions of the United States Coast Guard
64 FR 16333, 99-8433,16335,"",13116,https://www.federalregister.gov/documents/1999/04/05/99-8433/identification-of-trade-expansion-priorities-and-discriminatory-procurement-practices,https://www.gpo.gov/fdsys/pkg/FR-1999-04-05/pdf/99-8433.pdf,04/05/1999,03/31/1999,16333,Identification of Trade Expansion Priorities and Discriminatory Procurement Practices
64 FR 16591, 99-8509,16591,"Amends: EO 12981, December 5, 1995;;
 ;  Note: This Executive order amends the administration of export controls",13117,https://www.federalregister.gov/documents/1999/04/05/99-8509/further-amendment-to-executive-order-12981-as-amended,https://www.gpo.gov/fdsys/pkg/FR-1999-04-05/pdf/99-8509.pdf,04/05/1999,03/31/1999,16591,"Further Amendment to Executive Order 12981, as Amended"
64 FR 16595, 99-8547,16599,"Amends: EO 11223 of May 12, 1965; EO 11269 of February 14, 1966; EO 11958 of January 18, 1977; EO 12163 of September 29, 1979; EO 12188 of January 2, 1980; EO 12260 of December 31, 1980; EO 12293 of February 23, 1981; EO 12301 of March 26, 1981; EO 12703 of February 20, 1990; EO 12884 of December 1, 1993; Memorandum of March 23, 1999;;
 ;  Revokes: EO 12599 of June 23, 1987",13118,https://www.federalregister.gov/documents/1999/04/05/99-8547/implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998,https://www.gpo.gov/fdsys/pkg/FR-1999-04-05/pdf/99-8547.pdf,04/05/1999,03/31/1999,16595,Implementation of the Foreign Affairs Reform and Restructuring Act of 1998
64 FR 18797, 99-9738,18797,"",13119,https://www.federalregister.gov/documents/1999/04/16/99-9738/designation-of-federal-republic-of-yugoslavia-serbiamontenegro-albania-the-airspace-above-and,https://www.gpo.gov/fdsys/pkg/FR-1999-04-16/pdf/99-9738.pdf,04/16/1999,04/13/1999,18797,"Designation of Federal Republic of Yugoslavia (Serbia/Montenegro), Albania, the Airspace Above, and Adjacent Waters as a Combat Zone"
64 FR 23007, 99-10901,23007,"Amended by: EO 13286, February 28, 2003",13120,https://www.federalregister.gov/documents/1999/04/29/99-10901/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to,https://www.gpo.gov/fdsys/pkg/FR-1999-04-29/pdf/99-10901.pdf,04/29/1999,04/27/1999,23007,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty
64 FR 24021, 99-11410,24022,"Amends: EO 13088, June 9, 1998;;
 ;  See: Notice of May 25, 2000; EO 13192, January 17, 2001; Notice of May 24, 2001;;
 ;  Revoked by: EO 13304, May 28, 2003",13121,https://www.federalregister.gov/documents/1999/05/05/99-11410/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the,https://www.gpo.gov/fdsys/pkg/FR-1999-05-05/pdf/99-11410.pdf,05/05/1999,04/30/1999,24021,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia (Serbia and Montenegro) in Response to the Situation in Kosovo"
64 FR 29201, 99-13825,29202,"Amended by: EO 13284, January 23, 2003",13122,https://www.federalregister.gov/documents/1999/05/28/99-13825/interagency-task-force-on-the-economic-development-of-the-southwest-border,https://www.gpo.gov/fdsys/pkg/FR-1999-05-28/pdf/99-13825.pdf,05/28/1999,05/25/1999,29201,Interagency Task Force on the Economic Development of the Southwest Border
64 FR 30851, 99-14633,30860,"Revokes: EO 12759, April 17, 1991; EO 12845, April 21, 1993; EO 12902, March 9, 1994;;
 ;  Revoked by: EO 13423, January 24, 2007;;
 ;  See: EO 13148, April 21, 2000",13123,https://www.federalregister.gov/documents/1999/06/08/99-14633/greening-the-government-through-efficient-energy-management,https://www.gpo.gov/fdsys/pkg/FR-1999-06-08/pdf/99-14633.pdf,06/08/1999,06/03/1999,30851,Greening the Government Through Efficient Energy Management
64 FR 31103, 99-14825,31104,"",13124,https://www.federalregister.gov/documents/1999/06/09/99-14825/amending-the-civil-service-rules-relating-to-federal-employees-with-psychiatric-disabilities,https://www.gpo.gov/fdsys/pkg/FR-1999-06-09/pdf/99-14825.pdf,06/09/1999,06/04/1999,31103,Amending the Civil Service Rules Relating To Federal Employees With Psychiatric Disabilities
64 FR 31105, 99-14901,31107,"Amended by: EO 13216, June 6, 2001;;
 ;  Superseded by: EO 13515, October 14, 2009",13125,https://www.federalregister.gov/documents/1999/06/10/99-14901/increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs,https://www.gpo.gov/fdsys/pkg/FR-1999-06-10/pdf/99-14901.pdf,06/10/1999,06/07/1999,31105,Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs
64 FR 32383, 99-15491,32385,"",13126,https://www.federalregister.gov/documents/1999/06/16/99-15491/prohibition-of-acquisition-of-products-produced-by-forced-or-indentured-child-labor,https://www.gpo.gov/fdsys/pkg/FR-1999-06-16/pdf/99-15491.pdf,06/16/1999,06/12/1999,32383,Prohibition of Acquisition of Products Produced by Forced or Indentured Child Labor
64 FR 32793, 99-15623,32793,"Amends: EO 13073, February 4, 1998",13127,https://www.federalregister.gov/documents/1999/06/17/99-15623/amendment-to-executive-order-13073-year-2000-conversion,https://www.gpo.gov/fdsys/pkg/FR-1999-06-17/pdf/99-15623.pdf,06/17/1999,06/14/1999,32793,"Amendment to Executive Order 13073, Year 2000 Conversion"
64 FR 34703, 99-16634,34704,"Amends: EO 12938, November 14, 1994",13128,https://www.federalregister.gov/documents/1999/06/28/99-16634/implementation-of-the-chemical-weapons-convention-and-the-chemical-weapons-convention-implementation,https://www.gpo.gov/fdsys/pkg/FR-1999-06-28/pdf/99-16634.pdf,06/28/1999,06/25/1999,34703,Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act
64 FR 36759, 99-17444,36761,"See: EO 13268, July 2, 2002",13129,https://www.federalregister.gov/documents/1999/07/07/99-17444/blocking-property-and-prohibiting-transactions-with-the-taliban,https://www.gpo.gov/fdsys/pkg/FR-1999-07-07/pdf/99-17444.pdf,07/07/1999,07/04/1999,36759,Blocking Property and Prohibiting Transactions With the Taliban
64 FR 38535, 99-18476,38536,"Revoked by: EO 13231, October 16, 2001;;
 ;  See: EO 13010, July 15, 1996; EO 13286, February 28, 2003",13130,https://www.federalregister.gov/documents/1999/07/19/99-18476/national-infrastructure-assurance-council,https://www.gpo.gov/fdsys/pkg/FR-1999-07-19/pdf/99-18476.pdf,07/19/1999,07/14/1999,38535,National Infrastructure Assurance Council
64 FR 40733, 99-19396,40734,"Amends: EO 12757, March 19, 1991;;
 ;  See: EO 12823, December 3, 1992; EO 13028, December 3, 1996;;
 ;  Revoked by: EO 13345, July 8, 2004",13131,https://www.federalregister.gov/documents/1999/07/27/99-19396/further-amendments-to-executive-order-12757-implementation-of-the-enterprise-for-the-americas,https://www.gpo.gov/fdsys/pkg/FR-1999-07-27/pdf/99-19396.pdf,07/27/1999,07/22/1999,40733,"Further Amendments to Executive Order 12757, Implementation of the Enterprise for the Americas Initiative"
64 FR 43255, 99-20729,43259,"Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; EO 13083, May 14, 1998; EO 13095, August 5, 1998;;
 ;  Supplements: EO 12372, July 14, 1982; EO 12866, September 30, 1993; EO 12988, February 5, 1996;;
 ;  See: EO 13175, November 6, 2000",13132,https://www.federalregister.gov/documents/1999/08/10/99-20729/federalism,https://www.gpo.gov/fdsys/pkg/FR-1999-08-10/pdf/99-20729.pdf,08/10/1999,08/04/1999,43255,Federalism
64 FR 43895, 99-20924,43896,"Amended by: EO 13286, February 28, 2003",13133,https://www.federalregister.gov/documents/1999/08/11/99-20924/working-group-on-unlawful-conduct-on-the-internet,https://www.gpo.gov/fdsys/pkg/FR-1999-08-11/pdf/99-20924.pdf,08/11/1999,08/05/1999,43895,Working Group on Unlawful Conduct on the Internet
64 FR 44639, 99-21392,44642,"Revoked by: EO 13225, September 28, 2001 (in part); EO 13423, January 24, 2007;;
 ;  See: EO 13148, April 21, 2000",13134,https://www.federalregister.gov/documents/1999/08/16/99-21392/developing-and-promoting-biobased-products-and-bioenergy,https://www.gpo.gov/fdsys/pkg/FR-1999-08-16/pdf/99-21392.pdf,08/16/1999,08/12/1999,44639,Developing and Promoting Biobased Products and Bioenergy
64 FR 47339, 99-22778,47339,"Amends: EO 12216, June 18, 1980",13135,https://www.federalregister.gov/documents/1999/08/31/99-22778/amendment-to-executive-order-12216-presidents-committee-on-the-international-labor-organization,https://www.gpo.gov/fdsys/pkg/FR-1999-08-31/pdf/99-22778.pdf,08/31/1999,08/27/1999,47339,"Amendment to Executive Order 12216, President's Committee on the International Labor Organization"
64 FR 48931, 99-23508,48931,"Amends: EO 13090, June 29, 1998",13136,https://www.federalregister.gov/documents/1999/09/08/99-23508/amendment-to-executive-order-13090-presidents-commission-on-the-celebration-of-women-in-american,https://www.gpo.gov/fdsys/pkg/FR-1999-09-08/pdf/99-23508.pdf,09/08/1999,09/03/1999,48931,"Amendment to Executive Order 13090, President's Commission on the Celebration of Women in American History"
64 FR 50733, 99-24582,50733,"Amends: EO 12975, October 3, 1995;;
 ;  See: EO 13316, September 17, 2003",13137,https://www.federalregister.gov/documents/1999/09/20/99-24582/amendment-to-executive-order-12975-as-amended-national-bioethics-advisory-commission,https://www.gpo.gov/fdsys/pkg/FR-1999-09-20/pdf/99-24582.pdf,09/20/1999,09/15/1999,50733,"Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission"
64 FR 53879, 99-25958,53881,"Amends: EO 12131, May 4, 1979; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 13115, March 25, 1999;;
 ;  Supersedes: EO 13062, September 29, 1997 (in part);;
 ;  Revokes: EO 12852, June 29, 1993; EO 12961, May 26, 1995; EO 13010, July 15, 1996, (in part); EO 13017, September 5, 1996; EO 13037, March 3, 1997; EO 13038, March 11, 1997; EO 13050, June 13, 1997;;
 ;  Superseded by: EO 13225, September 28, 2001 (in part);;
 ;  Revoked by: EO 13226, September 30, 2001 (in part)",13138,https://www.federalregister.gov/documents/1999/10/04/99-25958/continuance-of-certain-federal-advisory-committees,https://www.gpo.gov/fdsys/pkg/FR-1999-10-04/pdf/99-25958.pdf,10/04/1999,09/30/1999,53879,Continuance of Certain Federal Advisory Committees
64 FR 54175, 99-26078,54178,"See: Food and Drug Administration rule of May 25, 1999 (64 FR 54180)",13139,https://www.federalregister.gov/documents/1999/10/05/99-26078/improving-health-protection-of-military-personnel-participating-in-particular-military-operations,https://www.gpo.gov/fdsys/pkg/FR-1999-10-05/pdf/99-26078.pdf,10/05/1999,09/30/1999,54175,Improving Health Protection of Military Personnel Participating in Particular Military Operations
64 FR 55115, 99-26670,55123,"Amends: EO 12473, April 13, 1984;;
 ;  See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13086, May 27, 1998",13140,https://www.federalregister.gov/documents/1999/10/12/99-26670/1999-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-1999-10-12/pdf/99-26670.pdf,10/12/1999,10/06/1999,55115,"1999 Amendments to the Manual for Courts-Martial, United States"
64 FR 63169, 99-30346,63170,"",13141,https://www.federalregister.gov/documents/1999/11/18/99-30346/environmental-review-of-trade-agreements,https://www.gpo.gov/fdsys/pkg/FR-1999-11-18/pdf/99-30346.pdf,11/18/1999,11/16/1999,63169,Environmental Review of Trade Agreements
64 FR 66089, 99-30687,66090,"Amends: EO 12958, April 17, 1995",13142,https://www.federalregister.gov/documents/1999/11/23/99-30687/amendment-to-executive-order-12958classified-national-security-information,https://www.gpo.gov/fdsys/pkg/FR-1999-11-23/pdf/99-30687.pdf,11/23/1999,11/19/1999,66089,Amendment To Executive Order 12958Classified National Security Information
64 FR 68273, 99-31748,68273,"Amends: EO 10173, October 18, 1950",13143,https://www.federalregister.gov/documents/1999/12/06/99-31748/amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of,https://www.gpo.gov/fdsys/pkg/FR-1999-12-06/pdf/99-31748.pdf,12/06/1999,12/01/1999,68273,"Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States"
64 FR 72237, 99-33511,72247,"Supersedes: EO 13106, December 7, 1998 (in part);;
 ;  Superseded by: EO 13182, December 23, 2000",13144,https://www.federalregister.gov/documents/1999/12/23/99-33511/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-1999-12-23/pdf/99-33511.pdf,12/23/1999,12/21/1999,72237,Adjustments of Certain Rates of Pay
